label,review
1,如同大家所说的，整个宾馆有一股霉味，估计是地毯和不密闭不能开窗的问题，如果对房间气味有要求的网友绝对不要入住此酒店。不过该酒店位于海口市中心，购物较方便。
1,新装修过了，液晶壁挂电视，很不错。不过，酒店热水采用温泉，水不是很大，而且有些粘乎乎的感觉，成为房间唯一的美中不足。自助餐，可能由于便宜的缘故，办的时间一长，客人来得多了，但是质量和服务却下降许多了。
1,交通方便，室内干净，基本生活电器都配备。出嫁那天需要红色床单，前晚给前台打了电话，他们回复说要去仓库找下，没想到第二天真给送来并布置好了，态度还不错！
1,第2次入住该酒店。总体还是不错就是不能免费提供宽带上网服务。宽带上网价格高的离谱50元1天。着不是可以承受的价格。总体还不错
1,入住的是商务大床房，是最贵的房型了。但一打开门，天，温差起码15度！房间里竟然是壁挂空调！因为只是晚上去休息，早上出门时想了想，还是把空调全关了。
1,非常好的酒店，非常好的服务，我先生对酒店一向非常挑剔，只有这次他实在没话说！补充点评2008年8月6日：酒店餐厅正在装修，但不影响住宿。
1,房间不算大，中规中矩。北方的服务就真的不敢恭维了，CHECK-IN后都没有服务生帮你拿行李到房间去。周围都是酒店没啥逛的，自己吃早饭可以去万豪和喜来登之间那条路的永和豆浆店，很便宜。
1,环境不错，但是当我下午去住的时候，居然订的三间房一间都没打扫。
1,酒店有点旧，不知是什么时候建的，感觉远没5星标准房间跟三星酒店没太大区别，只是大了一点点而已服务还不错
1,喜来登的总体还是不错的，比较这个酒店时间久了，比较老。早餐还是不错。不过，在东北这个还算可以的。
1,入住喜来登前电话咨询过一些问题，礼宾部的ke接待不但接待了我，而且还为我的沈阳之行进行细致的安排并在前台留下了信息。在这里再次感谢。入住之后的感觉也很好。就是房间的排风扇声音太大，影响睡眠！
1,"环境不错,但服务速度稍慢。希望服务人员脸上多带些笑容。"
1,"酒店位置不错,房间设施太旧,早餐还好.总体感觉一般"
1,经济实惠，房间毛巾不够白，千万要住8层以上，4层的KTV太吵了！
1,"房间很好,价格也不错,服务也不错,就是不好停车."
1,环境地理位置很好，交通方便。房间舒适，服务很好
1,"普通标准间的房门都太次了,包括卫生间的门,而且钥匙卡很不好用!还不如就住经济间呢!早餐还不错!"
1,"前台服务态度非常好,房间大小清洁也都不错退房当天早上才通知延至下午三点退房也ok.离万象城近有机会还是会入住."
1,"性价比非常好的酒店，房间设施超好，前台服度超好,商房配,床稍硬..."
1,"硬件不错,商务酒店里面算是有特色的了。服务中等，前台不错，但房间服务一般般。价格比较贵，不过行政间大抵都这样子。位置有点偏不太好找，出租汽车司机有些找不到，说是万象城附近，但要绕进去"
1,店客房很不错，位置也很好，就在万象城背后，晚上到万象城逛非常方便，交通很便利。
1,"性价比非常好的酒店，房间设施超好，卫生间分了3个部分，淋浴房，卫生间，化妆间，非常干净，装修很有欧式风格，枕头舒服，床也大,服度也不,商房配,下次!"
1,性价比非常好的酒店，房间设施超好，卫生间分了3个部分，淋浴房，卫生间，化妆间，非常干净，装修很有欧式风格，就是枕头不太舒服，一个太低，两个太高。
1,地理位置虽说很市中心，但出入除了打的外其它交通都不是很方便。离万象城相当近。
1,4年前住过，我和德国同事都觉得很不错。今年我又选了豪门，还是觉得很好。自助餐品种丰富，房间宽敞大气，宽带速度很快。一个字：值！
1,不错，我住过的最好的酒店，有家的感觉。让我抱怨，天啊！比我家里还舒服，怎么能让我睡得着觉啊
1,豪门对过生日的客人还是很不错的，有11朵玫瑰，还有一瓶圣彼得堡干红，那张有着很多工作人员签名的贺卡会让你觉得温馨。
1,最实惠的635的套房优惠政策竟然对CTRIP不适用了，这令人很不解。直接打电话给它，它会有638元的优惠套房，很多优惠政策的。
1,广交会期间没有免费饮料吧了，没有免费长途电话了，可还是想来住~~不过，广交会结束了以后还是没有恢复之前635送100元代金券，饮料吧免费，及免费长途电话的服务，有点想不通。有段日子没去了。
1,住来住去还是最想念豪门。尤其是他们对待常客的优惠态度，check-in的时候不用押预售权，不用证件，就可以办妥。时间快得很。
1,"酒店服务还不错,在宜宾已经很好了.但是携程的价格一点都没有,豪标B在前台打折价265,携程263,希望以后携程要大大改进价格偏偏高的问题,才能有吸引了!!!"
1,酒店挂牌2星，但确实不错，物超所值，在市中心，交通方便，出门做三轮车很方便，但对自架车的就不太方便，没有停车场。
1,总体还可以，交通购物比较方便，设备在宜宾算是还可以了。早餐实在太差，去了3次，每次1周。。。去到第二次也就不能在那吃了。。。每天都一样，品种还那么少。。。恩，晚餐的套餐也就1种。。。
1,酒店很大，服务太差，Ａ楼房间也老，下次再也不住了。环境很好，打高尔夫的或许可以忍忍吧。
1,"不错,住过几次了,值得推荐!酒店外就有超市买东西挺方便的:)"
1,宜宾这个城市给人感觉脏、乱、小，但是宜宾大酒店却给人相对豪华的享受，比起同城的另外两家4星酒店条件要好很多，不过还是有不足，例如电梯运行慢，停车不方便，进酒店的通道太隐蔽（没去过的不容易找到）。
1,价格和设施还是成正比的。这次给客人预定，反映还是不错的。
1,除了交通稍微有不便出入都要靠taxi或自有汽外其他方面都ok也很合理
1,"很安静,隔音设施不错.服务员态度很好,下次还会选这里"
1,环境很不错，地理位置好。客人每次都住这里的。应该是挺满意的了。
1,"房间很大很干净,服务也很好,五星里面算很便宜的.下次还会来的."
1,第一次老定酒店，老反映不
1,"很不错的酒店,性价比较高,酒店房间很干净,很安静"
1,房间很大很舒适，服务也很好的，价格也是五星里面算便宜的
1,硬件很好，我的外国朋友很满意，就是房价分类比较复杂。
1,"酒店的西餐很不,特是晚上的自助餐,烤肉非常有特色."
1,"酒店有世外桃的感,境非常美,不如果有自,交通就不是很方便了."
1,"印象最深的是,拉开窗帘时的感觉--外面是一高尔夫球场--很惬意!房间也不错,就是停车不太方便--太远了,刚好又碰到下雨."
1,这年头居然宽带还要收费，发了2封邮件用掉80多元，有点想钱想疯的感觉。酒店房间一般，就这样子，交通还算便利。唯一好的是自助餐厅，去的时候真好半价，性价比较高总之，我不会住第2次
1,"很好,服务很好,环境很好,价格也还不错,很满意"
1,酒店整体环境那是没得说，除了房间不太隔音。哈哈，我隔壁很热闹哦！
1,酒店设施看得出来质量不是很好，细节都很粗糙。服务还可以
1,"酒店挺不错的,地段也好,门口的服务生也很热情.只是最近在装修,早上八点多就开始敲墙,把我吵醒了,有点影响睡眠.但总体来说还是挺不错的,值得入住."
1,地理位置很好，离公司相当的近。每次珠海的老总过来都指定该酒店。
1,酒店整体还不错，就是地段指引比较差，找一些酒店内的设施问好几个人才找到。比如游泳场就让我找半天，太偏了
1,"总体来说还是可以的,我住过很多次,最主要吸引人的地方是每天可以打3个小时的长途或者市内电话,电视机破了点,希望可以更换."
1,"房间还算可以,只是价格性价比还需要努力,688元这个价格在郑州可以住其他宾馆了."
1,去年出差时就住过中州，当时带客户去的，感觉不错。所以今年出差又选这家了。
1,"每次去河南基本上都住这家酒店,环境设施都不错,房间宽敞,服务也好!"
1,去郑州好几次，都在这里住。有一次免升，住大堂左侧一层的房间。酒店很安静，服务也好。前台小姐虽然不漂亮但服务很到位。退房速度极快。下飞机来酒店时免费班车，退房后去机场要付费。下次来就住这里。
1,地点一流，房间设施比较陈旧，价格也越来越高了。好象携程的优势越来越不明显了。
1,位置很好，走路到文庙、清凉寺5分钟都用不了，周边公交车很多很方便，就是出租车不太爱去（老城区路窄爱堵车），因为是老宾馆所以设施要陈旧些，
1,在香港难得有那么大的房间，不过就是卫生间旧了一点。对于去香港血拼的人来说这是最好的选择，因为酒店就在海港城内，偌大的海港城逛一星期估计也难以逛全，逛累了还可以直接到酒店歇一歇
1,总体来说还可以！就是房间稍微小一点，床也不太大，家具有点旧了，但是比较干净。服务还可以，饭菜的口味也不错。比较经济实惠！
1,酒店位置不错，作为一家准四星级的酒店，大堂比较小；房间设施虽然有点旧，但是很干净，服务很好；早餐还可以就是价格高！总的来说还是可以推荐的
1,房间环境还行，还有液晶电脑，晚上还有水果，就是周围购物要走点路，整体还行
1,除了部分设施有点老之外，是很好的酒店。尤其是服务很到位！餐厅的服务员点错了菜，导致结账多了50多元，不用一分钟就立刻改正解决，很好！！
1,地点不错，服务也很好，提供好几种枕头选择，包括晚上有送一杯热饮，非常贴心，以后还会入住。
1,酒店还可以，好像和银行在一个楼。酒店热空调聚热，一开始不知道，开了很大，中间睡觉被热醒了，有点夸张。卫生间巨大，可以房间很小。屋内设施有些老
1,我入住的是商务大床间，性价比很高，房间还有液晶电脑，可以免费上网，服务比较人性化，晚上免费送的果盘，而且在床头放了一枝鲜花，感觉比较温馨，房间各种小吃饮料一应俱全，美中不足的是家具有点陈旧~~~
1,不错的酒店。每次去泉州都住的。早餐很丰盛。门口有大巴车站，交通方便。（但是大巴是中旅的，习惯很差，喜欢在市区兜来兜去到处接客，从一个站到另一个站，非常耽误时间。商务客人最好去中心站坐车）
1,房间还不错，装修看起来很舒服。但是商务间电脑由病毒，上网很不爽。晚上会有骚扰电话
1,酒店设施很陈旧（预定时携程网是提醒过的），卫生也一般，与四星标准有些不般配；房间钥匙是查卡（芯片）式，由于用的时间长了，接触不良，经常开不开门，连服务员也要连试几次开行，很不方便。
1,这个酒店非常不错，环境也还可以，价格一般，不算是最低的价格。
1,餐厅装修停业却无通知。正餐时间只有一种自助，别无选择。如此寒冷季节还要外出寻找饭馆。
1,(1)房间卫生干净空间大!(2)早餐美味风富菜色多!
1,"不的商酒店,地及交通都挺合短期出差的房也敞,值得推"
1,"酒店的早餐太差,多少年都一样,果汁也改为果珍了,实在和4颗星不符!"
1,"很不错的一个酒店,床很大,很舒服.酒店员工的服务态度很亲切."
1,房间还可以，床和枕头都蛮舒服的，就是靠马路有点吵。总的来说还可以吧，以后去还会继续住的。
1,四月清明假期去的，早餐一般，停车场不够，晚上晚一点回去就要停到对面没人管的空地。
1,服务很不错，服务员也很有礼貌。房间宽大，设施非常全，房间拖鞋不错，比其它酒店的好多了。酒店位置也很好，购物，娱乐，都很方便。总体很好。
1,初次入住京华大酒店感觉大堂非常的靓丽，房间够大非常整洁。东芝液晶电视，HBO。酒店三楼中餐厅的扬州狮子头爽嫩滑口。酒店出门就是商业中心，步行至瘦西湖也就10多分钟。
1,"我昨天刚从承德回来,感觉盛华酒店的房间真的不错哦(除了楼道有些异味儿),可能因为是淡季的关系吧,客人不太多,但是服务很好。超赞的是，晚上叫的果盘，50元超级大、超级新鲜，去的亲们一定要试试哦。。。"
1,环境一般，房间还可以！交通不是很方便，服务也是一般化！
1,酒店的位置非常好，离西街真实零距离。。酒店是花园式的，有点感觉像在大观园。。。。湖景房的视野比较好，，看到山，看到水。。不足的地方就是前台的工作人员好像反应比较迟钝，，工作效率较低。。。
1,这个酒店不太好找，因为不太有名。它的位置其实是在皇家酒店对面的左家庄东街上。因为它离国展很近才选择了它。
1,价格比较合理，位置及环境也不错．早餐虽然简单也还不错．
1,"干净,交通方便,服务态度也不错,368的房间带的早餐也可以.就是老宾馆,设施较老.价格略偏高"
1,总体来说，还不错。房间比较干净，服务也不错
